statement,year,region,text,spd,cdu/csu,die linke,grüne,fdp,freie wähler bayern,ssw,wasg,npd,rep,familie,die tierschutzpartei,pbc,mlpd,büso,bp,psg,zentrum,adm,die violetten,dkp,dvu,fwd,ödp,piraten,rentner,rrp,die frauen,volksabstimmung,cm,50plus,auf,die grauen,ede,fbi,volksentscheide,fw freie wähler,newropeans,die partei,bgd,ddp,freie union,pro nrw,big,fbi freie wähler,rsb,tierschutzpartei,appd,b,pro deutschland,die freiheit,deutsche konservative,unabhängige,biw,bbl,dialog grundeinkommen,b+b,bip,freie wähler bremen,für bremerhaven,pdb,bü-mi,freie wähler,fbi/freie wähler,partei der vernunft,direkte demokratie,mud,frauenliste,die franken,bündnis 21/rrp,afd,partei der nichtwähler,die freiheit niedersachsen,bvb / freie wähler,dsu,kpd,hhbl,liberale,alfa,tierschutzallianz,bündnis c,die rechte,menschliche welt,graue panther,gesundheitsforschung,iii. weg,die einheit,fbm,pdv,sgp,allianz deutscher demokraten,b*,bge,dib,dm,du.,die humanisten,v-partei³,fbi/fwg,tierschutzliste,ad-demokraten nrw,aufbruch c,dbd,jed,schöner leben,reformer,lkr,z.sh,mut,ad-demokraten,wir,tierschutz hier!,die direkte!,diem25,liebe,nl,ökolinx,partei für die tiere,volt,adpm,blaue #teampetry,blaue #teampetry thüringen,ödp / familie ..,volt hamburg,tierschutz hier! hamburg,diebasis,eine für alle - partei,klimalistebw,w2020,bildet berlin!,die neuen demokraten,bündnis21,klimaliste berlin,mieterpartei,team todenhöfer,bürgerbewegung,pdf,lfk,freier horizont,fpa,klimaliste rlp e. v.,klimaliste st,wir2020
4,2014,brandenburg,"Das Land soll sich dafür einsetzen, dass gleichgeschlechtliche Paare gemeinsam Kinder adoptieren dürfen.",0,1,0.0,0,0,,,,1.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2014,brandenburg,Brandenburg soll Fachkräfte aus dem Ausland anwerben.,0,0,0.0,0,0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2014,brandenburg,Kostenfreies Mittagessen für alle Schülerinnen und Schüler an Ganztagsschulen.,2,2,0.0,1,0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2014,brandenburg,Der Verfassungsschutz Brandenburg soll aufgelöst werden.,1,1,0.0,1,1,,,,0.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2014,brandenburg,Landeswälder sollen weiterhin an Privatinvestoren verkauft werden können.,1,1,1.0,1,0,,,,1.0,0.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2014,brandenburg,Großbauprojekte nur nach Zustimmung durch Volksbefragung!,1,1,1.0,2,0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2014,brandenburg,Asylbewerberinnen und Asylbewerber sollen in Wohnungen statt in zentralen Sammelunterkünften untergebracht werden.,0,2,0.0,0,0,,,,1.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2014,brandenburg,"Das Schulsystem aus Oberschulen, Gesamtschulen und Gymnasien soll erhalten bleiben.",0,0,2.0,2,0,,,,1.0,0.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2014,brandenburg,Potsdam soll an das ICE-Streckennetz angeschlossen werden.,0,0,0.0,2,0,,,,0.0,0.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2014,brandenburg,Zum Schutz von Schafsherden vor Wölfen soll das Land Gelder für die Errichtung von Schutzzäunen bereitstellen.,0,0,1.0,0,0,,,,1.0,0.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2014,brandenburg,Leiharbeiterinnen und Leiharbeiter sollen ab dem ersten Arbeitstag mindestens den gleichen Lohn erhalten wie regulär Beschäftigte.,0,0,0.0,0,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2014,brandenburg,Rechtsextremistische Organisationen sollen auch an Kriegsgräberstätten demonstrieren dürfen.,1,1,1.0,1,1,,,,0.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2014,brandenburg,Berlin und Brandenburg sollen sich langfristig zu einem Bundesland zusammenschließen.,1,2,2.0,0,2,,,,1.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2014,brandenburg,Auch der Besitz geringer Mengen Cannabis soll strafrechtlich verfolgt werden.,1,0,1.0,1,1,,,,0.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2014,brandenburg,Die Wasserversorgung in Brandenburg soll wieder vollständig in öffentlicher Hand sein.,0,2,0.0,0,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2014,brandenburg,Die Bundeswehr soll an brandenburgischen Schulen für den Soldatenberuf werben dürfen.,0,0,1.0,1,0,,,,2.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2014,brandenburg,Wohngeld soll nur an Deutsche gezahlt werden.,1,1,1.0,1,1,,,,0.0,2.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2014,brandenburg,Nur ökologische Landwirtschaft soll finanziell gefördert werden.,1,1,1.0,0,1,,,,0.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2014,brandenburg,Mehr Videoüberwachung im öffentlichen Raum!,1,0,1.0,1,1,,,,1.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2014,brandenburg,Für alle Kinder ab drei Jahren: gebührenfreier Kita-Besuch!,1,2,2.0,1,0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2014,brandenburg,Die A 14 soll weiter in Richtung Schwerin ausgebaut werden.,0,0,0.0,1,0,,,,2.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2014,brandenburg,In brandenburgischen Landesunternehmen soll weiterhin eine Frauenquote für Führungspositionen gelten.,0,0,0.0,0,1,,,,1.0,1.0,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2014,brandenburg,Die Grunderwerbssteuer in Brandenburg soll wieder gesenkt werden.,1,2,1.0,1,0,,,,2.0,0.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2014,brandenburg,Das Land soll deutsch-polnische Kulturprojekte stärker fördern.,0,0,0.0,0,0,,,,1.0,2.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2014,brandenburg,Das Land Brandenburg soll sich an weiteren Neukosten für den Bau des Flughafens Berlin-Brandenburg beteiligen.,0,2,2.0,2,0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2014,brandenburg,Brandenburg soll sich für bundesweit einheitliche Abiturprüfungen einsetzen.,1,0,0.0,1,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2014,brandenburg,In Brandenburg sollen weitere Flächen für Windkraftanlagen ausgewiesen werden.,0,1,0.0,0,0,,,,1.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2014,brandenburg,Brandenburg soll mehr Flüchtlinge aufnehmen.,2,2,0.0,0,0,,,,1.0,1.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2014,brandenburg,Die finanzielle Förderung von Schulen in freier Trägerschaft soll wieder erhöht werden.,2,0,2.0,0,0,,,,0.0,0.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2014,brandenburg,An der deutsch-polnischen Grenze sollen wieder ständige Grenzkontrollen eingeführt werden.,1,1,1.0,1,1,,,,0.0,0.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2014,brandenburg,Die Zusammenlegung der Technischen Universität Cottbus und der Fachhochschule Lausitz soll zurückgenommen werden.,1,0,1.0,1,1,,,,0.0,0.0,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2014,brandenburg,Für den Abbau von Braunkohle sollen Ortschaften umgesiedelt werden dürfen.,0,0,1.0,1,2,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2014,brandenburg,Das Land soll keine weiteren Anlagen zur Massentierhaltung genehmigen.,1,2,2.0,0,1,,,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2014,brandenburg,Das Land Brandenburg soll die Bewerbung Berlins für die Olympischen Spiele unterstützen.,0,0,2.0,2,1,,,,2.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014,europa,Deutschland soll den Euro als Währung behalten.,0,0,0.0,0,0,,,,1.0,1.0,0.0,,0.0,2.0,1.0,1.0,1.0,,,,2.0,,,0.0,0.0,,,,1.0,0.0,,1.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2014,europa,Es sollen EU-weite gemeinsame Bürgerentscheide eingeführt werden.,0,1,0.0,0,0,,,,2.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,1.0,,1.0,,,,,,,2.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2014,europa,Der Anbau von gentechnisch veränderten Pflanzen soll in der Europäischen Union erlaubt sein.,1,2,1.0,1,0,,,,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2014,europa,Die EU-Mitgliedsstaaten sollen mehr Flüchtlinge aufnehmen.,0,1,0.0,0,0,,,,1.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,0.0,0.0,,,,1.0,2.0,,2.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2014,europa,"Einführung eines EU-weiten Mindestlohns, dessen Höhe abhängig vom Durchschnittseinkommen im jeweiligen Mitgliedsstaat ist!",0,1,0.0,0,1,,,,2.0,1.0,0.0,,2.0,0.0,0.0,1.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,1.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2014,europa,Die Europäische Union soll keine neuen Mitgliedsstaaten aufnehmen.,2,2,1.0,1,1,,,,2.0,0.0,2.0,,1.0,0.0,0.0,2.0,0.0,,,,0.0,,,1.0,1.0,,,,2.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2014,europa,Die Europäische Union soll ausschließlich ökologische Tierhaltung fördern.,1,1,2.0,0,1,,,,0.0,1.0,1.0,,0.0,2.0,1.0,0.0,1.0,,,,2.0,,,0.0,0.0,,,,0.0,0.0,,2.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2014,europa,Edward Snowden soll in einem EU-Mitgliedsstaat Asyl gewährt werden.,2,1,0.0,0,2,,,,0.0,2.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2014,europa,EU-Bürger sollen Sozialleistungen nur von ihrem Heimatland empfangen können.,1,2,1.0,1,2,,,,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,,,1.0,,,1.0,1.0,,,,0.0,0.0,,0.0,,,,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2014,europa,Einführung einer Steuer auf den Handel mit Finanzprodukten!,0,0,0.0,0,1,,,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2014,europa,Die Europäische Union soll sich als christliche Wertegemeinschaft verstehen.,2,0,1.0,1,1,,,,2.0,0.0,0.0,,0.0,1.0,2.0,0.0,1.0,,,,1.0,,,0.0,1.0,,,,0.0,0.0,,0.0,,,,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2014,europa,Die Europäische Union soll die finanzielle Unterstützung der Landwirtschaft deutlich verringern.,0,1,1.0,2,2,,,,0.0,0.0,2.0,,2.0,2.0,1.0,0.0,1.0,,,,2.0,,,2.0,0.0,,,,0.0,1.0,,0.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2014,europa,In der Europäischen Union: Einführung einer verbindlichen Frauenquote in den Aufsichtsräten börsennotierter Unternehmen!,0,1,0.0,0,1,,,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,2.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2014,europa,Die EU-Mitgliedsstaaten sollen eine gemeinsame Armee schaffen.,0,0,1.0,1,0,,,,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,,1.0,,,1.0,1.0,,,,0.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2014,europa,Der Präsident der Europäischen Kommission soll von den Bürgerinnen und Bürgern der Europäischen Union direkt gewählt werden.,0,0,1.0,1,0,,,,0.0,2.0,1.0,,0.0,2.0,1.0,2.0,2.0,,,,2.0,,,0.0,2.0,,,,0.0,1.0,,1.0,,,,,,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2014,europa,In der Europäischen Union geschlossene gleichgeschlechtliche Ehen sollen von allen Mitgliedsstaaten anerkannt werden.,0,2,0.0,0,0,,,,1.0,1.0,2.0,,1.0,0.0,2.0,1.0,0.0,,,,0.0,,,2.0,0.0,,,,1.0,1.0,,1.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2014,europa,Die Europäische Union soll zum Schutz heimischer Produkte verstärkt Zölle erheben.,1,1,1.0,1,1,,,,0.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,2.0,,,1.0,0.0,,,,1.0,2.0,,1.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2014,europa,Die Europäische Union soll sich höhere Ziele zur Reduzierung des CO2-Ausstoßes setzen.,0,0,0.0,0,1,,,,1.0,1.0,0.0,,0.0,0.0,1.0,2.0,0.0,,,,0.0,,,0.0,0.0,,,,1.0,1.0,,1.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2014,europa,Die Europäische Union soll ein Freihandelsabkommen mit den USA abschließen.,0,0,1.0,1,0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,2.0,1.0,,2.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2014,europa,Die Europäische Union soll Projekte gegen Rechtsextremismus fördern.,0,0,0.0,0,0,,,,1.0,1.0,0.0,,0.0,0.0,2.0,2.0,0.0,,,,0.0,,,0.0,0.0,,,,1.0,2.0,,1.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2014,europa,Alle Staaten der Eurozone sollen für die Kreditaufnahme der anderen Staaten haften können.,2,1,0.0,2,1,,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,2.0,,,1.0,0.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2014,europa,In der Europäischen Union erworbene Berufsabschlüsse sollen EU-weit anerkannt werden.,0,0,0.0,0,0,,,,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,2.0,,,,,,,0.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
